HMDB	name	chemical_formula	average_molecular_weight	kegg_id
HMDB0000505	Allocholic acid	C24H40O5	408.579	C17737
HMDB0000506	alpha-Muricholic acid	C24H40O5	408.579	C17647
HMDB0000508	Ribitol	C5H12O5	152.1458	C00474
HMDB0000509	Senecioic acid	C5H8O2	100.1158	
HMDB0000510	Aminoadipic acid	C6H11NO4	161.1558	C00956
HMDB0000511	Capric acid	C10H20O2	172.2646	C01571
HMDB0000512	N-Acetyl-L-phenylalanine	C11H13NO3	207.2258	C03519
HMDB0000513	5b-Cholestane-3a,7a,12a,23R,25-pentol	C27H48O5	452.667	C01571
HMDB0000514	Allochenodeoxycholic acid	C24H40O4	392.572	
HMDB0000517	L-Arginine	C6H14N4O2	174.201	C00062
HMDB0000518	Chenodeoxycholic acid	C24H40O4	392.572	C02528
HMDB0000520	5a-Cholestane-3a,7a,12a,25-tetrol	C27H48O4	436.6676	
HMDB0000521	5Z-Tetradecenoic acid	C14H26O2	226.355	
HMDB0000522	3-Methylglutaconic acid	C6H8O4	144.1253	
HMDB0000523	5-Androstene-3b,16b,17a-triol	C19H30O3	306.4397	
HMDB0000524	5beta-Cholestane-3alpha,7alpha,12alpha,25-tetrol	C27H48O4	436.677	
HMDB0000525	5-Hydroxyhexanoic acid	C6H12O3	132.1577	
HMDB0000526	5alpha-Tetrahydrocortisol	C21H34O5	366.4917	
HMDB0000527	6a,12a-Dihydroxylithocholic acid	C24H40O5	408.5714	
HMDB0000528	4,5-Dihydroorotic acid	C5H6N2O4	158.1121	C00337
HMDB0000529	5Z-Dodecenoic acid	C12H22O2	198.3019	
HMDB0000530	6-Ketoestriol	C18H22O4	302.3649	
HMDB0000531	3-Hydroxyvaleric acid	C5H10O3	118.1311	
HMDB0000532	Acetylglycine	C4H7NO3	117.1033	
HMDB0000534	Campestanol	C28H50O	402.696	
HMDB0000535	Caproic acid	C6H12O2	116.1583	C01585
HMDB0000536	Adenylsuccinic acid	C14H18N5O11P	463.2934	C03794
HMDB0000538	Adenosine triphosphate	C10H16N5O13P3	507.181	C00002
HMDB0000539	Arabinonic acid	C5H10O6	166.1293	C00878
HMDB0000540	5-Androstene-3b,16a,17a-triol	C19H30O3	306.4397	
HMDB0000541	7b-Hydroxy-3-oxo-5b-cholanoic acid	C25H38O4	402.5668	
HMDB0000542	8-Hydroxyadenine	C5H5N5O	151.1261	
HMDB0000543	Benzenebutanoic acid	C10H12O2	164.2011	
HMDB0000544	5-Hydroxymethyl-4-methyluracil	C6H8N2O3	156.1393	
HMDB0000545	Chenodeoxycholic acid disulfate	C24H40O10S2	552.698	
HMDB0000546	Epietiocholanolone	C19H30O2	290.4403	
HMDB0000547	Magnesium	Mg	24.305	C00305
HMDB0000548	TG(10:0/10:0/10:0)	C33H62O6	554.853	
HMDB0000549	gamma-Butyrolactone	C4H6O2	86.0892	C01770
HMDB0000550	5-Androstenetriol	C19H30O3	306.4397	
HMDB0000551	Etiocholanediol	C19H32O2	292.4562	
HMDB0000552	3-Methylglutarylcarnitine	C13H23NO6	289.328	
HMDB0000553	3L,7D,11D-Phytanic acid	C20H40O2	312.5304	
HMDB0000554	Dihydroandrosterone	C19H32O2	292.4562	
HMDB0000555	3-Methyladipic acid	C7H12O4	160.1678	
HMDB0000556	5b-Cholestane-3a,7a,12a,24,25-pentol	C27H48O5	452.667	
HMDB0000557	L-Alloisoleucine	C6H13NO2	131.1729	
HMDB0000558	5a-Cholestane-3a,7a,12a,23,25-pentol	C27H48O5	452.667	
HMDB0000559	3-Methoxy-4-hydroxyphenylethyleneglycol sulfate	C9H12O7S	264.252	
HMDB0000560	Goshuyic acid	C14H24O2	224.3392	
HMDB0000561	beta-Carotene	C40H56	536.888	C02094
HMDB0000562	Creatinine	C4H7N3O	113.1179	C00791
HMDB0000563	D-Phenyllactic acid	C9H10O3	166.1739	C05607
HMDB0000564	PC(16:0/16:0)	C40H80NO8P	734.0389	C00157
HMDB0000565	Galactonic acid	C6H12O7	196.1553	C00880
HMDB0000567	Cinnamic acid	C9H8O2	148.1586	C10438
HMDB0000568	D-Arabitol	C5H12O5	152.1458	C01904
HMDB0000569	Deoxypyridinoline	C18H28N4O7	412.4375	
HMDB0000570	Coproporphyrin III	C36H38N4O8	654.7089	C05770
HMDB0000572	Desmosine	C24H40N5O8	526.61	
HMDB0000573	Elaidic acid	C18H34O2	282.4614	C01712
HMDB0000574	L-Cysteine	C3H7NO2S	121.158	C00097
HMDB0000575	DL-Homocystine	C8H16N2O4S2	268.354	C01817
HMDB0000576	Monoethyl malonic acid	C5H8O4	132.1146	
HMDB0000577	5beta-Coprostanol	C27H48O	388.6694	
HMDB0000579	Deuteroporphyrin IX	C30H30N4O4	510.5836	
HMDB0000580	Chondroitin sulfate	(C14H21NO17S2)nH2O		C00607
HMDB0000582	3,5-Diiodothyronine	C15H13I2NO4	525.077	
HMDB0000583	Docosanamide	C22H45NO	339.5988	
HMDB0000585	Glucosylgalactosyl hydroxylysine	C18H34N2O13	486.4682	
HMDB0000586	Potassium	K	39.0983	C00238
HMDB0000588	Sodium	Na	22.9898	C01330
HMDB0000590	Glutarylglycine	C7H11NO5	189.1659	
HMDB0000592	Glucosamine 6-sulfate	C6H13NO8S	259.234	C04132
HMDB0000593	PC(18:1(9Z)/18:1(9Z))	C44H84NO8P	786.1134	
HMDB0000594	gamma-Glutamylphenylalanine	C14H18N2O5	294.3031	
HMDB0000595	Hydrogen carbonate	CH2O3	62.0248	C01353
HMDB0000596	Glucosylsphingosine	C24H47NO7	461.6325	C03108
HMDB0000598	Sulfide	S	32.065	C00087
HMDB0000599	Chromium	Cr	51.9961	C19368
HMDB0000600	Galactosylhydroxylysine	C12H24N2O8	324.3276	C05547
HMDB0000601	Coprocholic acid	C27H46O5	450.6511	
HMDB0000603	cis-4-Decenedioic acid	C10H16O4	200.2316	
HMDB0000606	D-2-Hydroxyglutaric acid	C5H8O5	148.114	C01087
HMDB0000607	Cyanocobalamin	C63H89CoN14O14P	1356.3731	C02823
HMDB0000608	Cobalt	Co	58.9332	C00175
HMDB0000609	DL-Dopa	C9H11NO4	197.1879	
HMDB0000610	CE(18:2(9Z,12Z))	C45H76O2	649.101	C15441
HMDB0000611	Coproporphyrin II	C36H38N4O8	654.7089	
HMDB0000613	Erythronic acid	C4H8O5	136.1033	
HMDB0000614	PS(16:0/16:0)	C38H74NO10P	735.981	
HMDB0000617	2-Furoic acid	C5H4O3	112.0835	C01546
HMDB0000618	D-Ribulose 5-phosphate	C5H11O8P	230.1098	C00199
HMDB0000619	Cholic acid	C24H40O5	408.5714	C00695
HMDB0000620	Glutaconic acid	C5H6O4	130.0987	C02214
HMDB0000621	D-Ribulose	C5H10O5	150.13	C00309
HMDB0000622	Ethylmalonic acid	C5H8O4	132.1146	
HMDB0000623	Dodecanedioic acid	C12H22O4	230.3007	C02678
HMDB0000624	D-Leucic acid	C6H12O3	132.1577	C03264
HMDB0000625	Gluconic acid	C6H12O7	196.1553	C00257
HMDB0000626	Deoxycholic acid	C24H40O4	392.572	C04483
HMDB0000628	Epitestosterone	C19H28O2	288.4244	
HMDB0000629	Chondroitin	(C14H21NO11)nH2O		C00401
HMDB0000630	Cytosine	C4H5N3O	111.102	C00380
HMDB0000631	Deoxycholic acid glycine conjugate	C26H43NO5	449.6233	C05464 
HMDB0000632	Dermatan sulfate	(C14H21NO14S)nH2O		C00426
HMDB0000633	D-Biopterin	C9H11N5O3	237.2153	
HMDB0000634	Citraconic acid	C5H6O4	130.0987	C02226
HMDB0000635	Succinylacetone	C7H10O4	158.1519	
HMDB0000637	Chenodeoxycholic acid glycine conjugate	C26H43NO5	449.6233	C05466
HMDB0000638	Dodecanoic acid	C12H24O2	200.3178	C02679
HMDB0000639	Galactaric acid	C6H10O8	210.1388	C00879
HMDB0000640	Levoglucosan	C6H10O5	162.1406	
HMDB0000641	L-Glutamine	C5H10N2O3	146.1445	C00064
HMDB0000642	Erythronilic acid	C5H10O3	118.1311	
HMDB0000643	Coproporphyrin I	C36H38N4O8	654.7089	C05769
HMDB0000644	Coproporphyrin IV	C36H38N4O8	654.7089	
HMDB0000645	Galactose 1-phosphate	C6H13O9P	260.1358	C00446
HMDB0000646	L-Arabinose	C5H10O5	150.1299	C02479
HMDB0000648	Galactosylsphingosine	C24H47NO7	461.64	C01747
HMDB0000649	Clionasterol	C29H50O	414.7067	C19654
HMDB0000650	D-alpha-Aminobutyric acid	C4H9NO2	103.1198	C02261
HMDB0000651	Decanoylcarnitine	C17H33NO4	315.454	C03299
HMDB0000652	Chondroitin 4-sulfate	(C14H21NO14S)nH2O		C00634
HMDB0000653	Cholesterol sulfate	C27H46O4S	466.717	C18043
HMDB0000656	Cysteineglutathione disulfide	C13H22N4O8S2	426.466	
HMDB0000657	Copper	Cu	63.546	C00070
HMDB0000658	CE(16:1(9Z))	C43H74O2	623.063	
HMDB0000659	Deoxycholic acid disulfate	C24H40O10S2	552.698	
HMDB0000660	D-Fructose	C6H12O6	180.1559	C02336
HMDB0000661	Glutaric acid	C5H8O4	132.1146	C00489
HMDB0000662	Fluoride	F	18.9984	C00742
HMDB0000663	Glucaric acid	C6H10O8	210.1388	C00818
HMDB0000664	Isohyodeoxycholic acid	C24H40O4	392.572	
HMDB0000665	Leucinic acid	C6H12O3	132.1577	
HMDB0000666	Heptanoic acid	C7H14O2	130.1849	C17714
HMDB0000667	L-Thyronine	C15H15NO4	273.2839	
HMDB0000668	Hematoporphyrin IX	C34H38N4O6	598.6887	
HMDB0000669	ortho-Hydroxyphenylacetic acid	C8H8O3	152.1473	C05852
HMDB0000670	Homo-L-arginine	C7H16N4O2	188.2275	C01924
HMDB0000671	Indolelactic acid	C11H11NO3	205.2099	C02043
HMDB0000672	Hexadecanedioic acid	C16H30O4	286.407	C19615
HMDB0000673	Linoleic acid	C18H32O2	280.4455	C01595
HMDB0000674	PA(16:0/16:0)	C35H69O8P	648.903	C00416
HMDB0000675	Iodine	I2	253.8089	C01382
HMDB0000676	L-Homocystine	C8H16N2O4S2	268.354	C01817
HMDB0000678	Isovalerylglycine	C7H13NO3	159.183	
HMDB0000679	Homocitrulline	C7H15N3O3	189.2123	C02427
HMDB0000682	Indoxyl sulfate	C8H7NO4S	213.21	
HMDB0000683	Harderoporphyrin	C35H36N4O6	608.6835	
HMDB0000684	L-Kynurenine	C10H12N2O3	208.2139	C00328
HMDB0000686	Isoursodeoxycholic acid	C24H40O4	392.572	C17662
HMDB0000687	L-Leucine	C6H13NO2	131.1729	C00123
HMDB0000688	Isovalerylcarnitine	C12H23NO4	245.3153	
HMDB0000689	Isocaproic acid	C6H12O2	116.1583	
HMDB0000691	Malonic acid	C3H4O4	104.0615	C04025
HMDB0000692	Fe2+	Fe	55.845	C14818
HMDB0000693	Heparan sulfate	C14H25NO21S3	639.52	C00925
HMDB0000694	L-2-Hydroxyglutaric acid	C5H8O5	148.114	C03196
HMDB0000695	Ketoleucine	C6H10O3	130.1418	C00233
HMDB0000696	L-Methionine	C5H11NO2S	149.211	C00073
HMDB0000697	Isocoproporphyrin	C36H38N4O8	654.7089	
HMDB0000698	Lithocholic acid glycine conjugate	C26H43NO4	433.6239	C15557
HMDB0000699	1-Methylnicotinamide	C7H9N2O	137.1592	C02918
HMDB0000700	Hydroxypropionic acid	C3H6O3	90.0779	C01013
HMDB0000701	Hexanoylglycine	C8H15NO3	173.2096	
HMDB0000703	Mandelic acid	C8H8O3	152.1473	C01984
HMDB0000704	Isoxanthopterin	C6H5N5O2	179.1362	C03975
HMDB0000706	Aspartylphenylalanine	C13H16N2O5	280.2765	
HMDB0000707	4-Hydroxyphenylpyruvic acid	C9H8O4	180.1574	C01179
HMDB0000708	Glycoursodeoxycholic acid	C26H43NO5	449.6233	
HMDB0000709	L-Cysteinylglycine disulfide	C8H15N3O5S2	297.352	
HMDB0000710	4-Hydroxybutyric acid	C4H8O3	104.1045	C01991
HMDB0000711	Hydroxyoctanoic acid	C8H16O3	160.2108	
HMDB0000712	Hexadecanedioic acid mono-L-carnitine ester	C23H43NO6	429.5906	
HMDB0000713	Isoallolithocholic acid	C24H40O3	376.5726	
HMDB0000714	Hippuric acid	C9H9NO3	179.1727	C01586
HMDB0000715	Kynurenic acid	C10H7NO3	189.1675	C01717
HMDB0000716	L-Pipecolic acid	C6H11NO2	129.157	C00408
HMDB0000717	Isolithocholic acid	C24H40O3	376.5726	C17658
HMDB0000718	Isovaleric acid	C5H10O2	102.1317	C08262
HMDB0000719	L-Homoserine	C4H9NO3	119.1192	C00263
HMDB0000720	Levulinic acid	C5H8O3	116.1152	
HMDB0000721	Glycylproline	C7H12N2O3	172.1818	
HMDB0000722	Lithocholyltaurine	C26H45NO5S	483.71	C02592
HMDB0000725	4-Hydroxyproline	C5H9NO3	131.1299	C01157
HMDB0000726	Isovalerylglutamic acid	C10H17NO5	231.2457	
HMDB0000727	L-Threoneopterin	C9H11N5O4	253.2147	
HMDB0000728	Hydroxypropionic porphyrin III	C39H38N4O14	786.7374	
HMDB0000729	alpha-Hydroxyisobutyric acid	C4H8O3	104.1045	
HMDB0000730	Isobutyrylglycine	C6H11NO3	145.1564	
HMDB0000731	Cysteine-S-sulfate	C3H7NO5S2	201.221	C05824
HMDB0000732	Hydroxykynurenine	C10H12N2O4	224.2133	C02794
HMDB0000733	Hyodeoxycholic acid	C24H40O4	392.572	
HMDB0000734	Indoleacrylic acid	C11H9NO2	187.198	
HMDB0000735	Hydroxyphenylacetylglycine	C10H11NO4	209.1986	C05596
HMDB0000736	Isobutyryl-L-carnitine	C11H22NO4	232.299	
HMDB0000737	Heptacarboxylporphyrin I	C39H38N4O14	786.7374	
HMDB0000738	Indole	C8H7N	117.1479	C00463
HMDB0000739	Isodesmosine	C24H40N5O8	526.6031	
HMDB0000740	Lactulose	C12H22O11	342.2965	C07064
HMDB0000742	Homocysteine	C4H9NO2S	135.185	C00155
HMDB0000743	Hexacarboxylporphyrin I	C38H38N4O12	742.7279	
HMDB0000745	Homocarnosine	C10H16N4O3	240.259	C00884
HMDB0000746	Hydroxyisocaproic acid	C6H12O3	132.1577	
HMDB0000747	Isovalerylalanine	C8H15NO3	173.2096	
HMDB0000748	L-3-Phenyllactic acid	C9H10O3	166.1739	C05607
HMDB0000749	Mesaconic acid	C5H6O4	130.0987	C01732
HMDB0000750	3-Hydroxymandelic acid	C8H8O4	168.1467	
HMDB0000751	L-Xylulose	C5H10O5	150.13	C00312
HMDB0000752	Methylglutaric acid	C6H10O4	146.1412	
HMDB0000753	3-Hexanone	C6H12O	100.1589	
HMDB0000754	3-Hydroxyisovaleric acid	C5H10O3	118.1311	
HMDB0000755	Hydroxyphenyllactic acid	C9H10O4	182.1733	C03672
HMDB0000756	Hexanoylcarnitine	C13H26NO4	260.3498	
HMDB0000757	Glycogen	C24H42O21	666.5777	C00182
HMDB0000759	Glycylleucine	C8H16N2O3	188.2242	C02155
HMDB0000760	Hyocholic acid	C24H40O5	408.5714	
HMDB0000761	Lithocholic acid	C24H40O3	376.5726	C03990
HMDB0000763	5-Hydroxyindoleacetic acid	C10H9NO3	191.1834	C05635
HMDB0000764	Hydrocinnamic acid	C9H10O2	150.1745	C05629
HMDB0000765	Mannitol	C6H14O6	182.1718	C00392
HMDB0000766	N-Acetyl-L-alanine	C5H9NO3	131.1299	
HMDB0000767	Pseudouridine	C9H12N2O6	244.2014	C02067
HMDB0000768	N-Acetyl-9-O-lactoylneuraminic acid	C14H23NO11	381.3325	
HMDB0000770	N-Glycoloylganglioside GM2	C43H85NO8	744.1369	C01808
HMDB0000772	Nonadecanoic acid	C19H38O2	298.5038	C16535
HMDB0000773	N-Acetyl-a-neuraminic acid	C11H19NO9	309.2699	C19909
HMDB0000774	Pregnenolone sulfate	C21H32O5S	396.541	
HMDB0000779	Phenyllactic acid	C9H10O3	166.1739	C01479
HMDB0000780	Porphinehexacarboxylic acid	C38H38N4O12	742.7279	
HMDB0000781	N-Acetylgalactosamine 4-sulphate	C8H15NO9S	301.271	C16265
HMDB0000782	Octadecanedioic acid	C18H34O4	314.4602	
HMDB0000783	Propionylglycine	C5H9NO3	131.1299	
HMDB0000784	Azelaic acid	C9H16O4	188.2209	C08261
HMDB0000785	N-Acetyl-7-O-acetylneuraminic acid	C13H21NO10	351.3065	C04016
HMDB0000786	Oxypurinol	C5H4N4O2	152.1109	C07599
HMDB0000788	Orotidine	C10H12N2O8	288.2109	C01103
HMDB0000789	Pentacarboxylporphyrin I	C37H38N4O10	698.7184	
HMDB0000791	Octanoylcarnitine	C15H30NO4	288.403	C02838
HMDB0000792	Sebacic acid	C10H18O4	202.2475	C08277
HMDB0000793	Monoiodothyronine	C15H14INO4	399.1804	
HMDB0000794	N-Acetyl-9-O-acetylneuraminic acid	C13H21NO10	351.3065	
HMDB0000795	Pristanic acid	C19H38O2	298.511	
HMDB0000796	N-Acetyl-4-O-acetylneuraminic acid	C13H21NO10	351.3065	C04015
HMDB0000797	SAICAR	C13H19N4O12P	454.2833	C04823
HMDB0000798	Oenanthic ether	C9H18O2	158.238	
HMDB0000801	Phytanic acid	C20H40O2	312.5304	C01607
HMDB0000802	Pterin	C6H5N5O	163.1368	C00715
HMDB0000803	beta-N-Acetylglucosamine	C8H15NO6	221.2078	C03878
HMDB0000806	Myristic acid	C14H28O2	228.3709	C06424
HMDB0000807	3-Phosphoglyceric acid	C3H7O7P	186.0572	C00597
HMDB0000808	N-Butyrylglycine	C6H11NO3	145.1564	
HMDB0000809	N-Glycoloylganglioside GM1	C77H139N3O30	1586.9297	C01808
HMDB0000810	Dimethylprotoporphyrin IX dimethyl ester	C36H38N4O4	590.7113	
HMDB0000811	Murocholic acid	C24H40O4	392.572	C15515
HMDB0000812	N-Acetyl-L-aspartic acid	C6H9NO5	175.1394	C01042
HMDB0000814	N-Acetylglucosamine 6-sulfate	C8H15NO9S	301.271	C04132
HMDB0000815	Pseudouroporphyrin	C39H38N4O14	786.7374	
HMDB0000816	Phosphoglycolic acid	C2H5O6P	156.0313	C00988
HMDB0000817	Orinapterin	C9H11N5O3	237.2153	
HMDB0000819	Normetanephrine	C9H13NO3	183.2044	C05589
HMDB0000820	Propyl alcohol	C3H8O	60.095	C05979
HMDB0000821	Phenylacetylglycine	C10H11NO3	193.1992	C05598
HMDB0000822	p-Hydroxymandelic acid	C8H8O4	168.1467	C11527
HMDB0000824	Propionylcarnitine	C10H20NO4	218.272	C03017
HMDB0000825	3'-Sialyllactose	C23H39NO19	633.5511	
HMDB0000826	Pentadecanoic acid	C15H30O2	242.3975	C16537
HMDB0000827	Stearic acid	C18H36O2	284.4772	C01530
HMDB0000828	Ureidosuccinic acid	C5H8N2O5	176.1274	C00438
HMDB0000830	Neuraminic acid	C9H17NO8	267.2332	C06469
HMDB0000832	Capryloylglycine	C10H19NO3	201.2628	
HMDB0000833	N-Glycolylneuraminic acid	C11H19NO10	325.2693	C03410
HMDB0000839	Pentaporphyrin I	C20H14N4	310.352	
HMDB0000840	Salicyluric acid	C9H9NO4	195.1721	C07588
HMDB0000841	N-Acetylgalactosamine 6-sulfate	C8H15NO9S	301.271	
HMDB0000842	Quinaldic acid	C10H7NO2	173.1681	C06325
HMDB0000843	N-Acetylgalactosamine 4,6-disulfate	C8H15NO12S2	381.334	
HMDB0000845	Neopterin	C9H11N5O4	253.2147	
HMDB0000847	Pelargonic acid	C9H18O2	158.238	C01601
HMDB0000848	Stearoylcarnitine	C25H50NO4	428.677	
HMDB0000849	Rhamnose	C6H12O5	164.1565	C00507
HMDB0000851	Pyridinoline	C18H28N4O8	428.4369	
HMDB0000852	beta-Sitosterol	C29H50O	414.718	C01753
HMDB0000853	N-Acetyl-b-D-galactosamine	C8H15NO6	221.2078	C05021
HMDB0000854	Formiminoglutamic acid	C6H10N2O4	174.1546	C00439
HMDB0000855	Nicotinamide riboside	C11H15N2O5	255.2472	C03150
HMDB0000856	N-alpha-Acetyl-L-citrulline	C8H15N3O4	217.2224	C15532
HMDB0000857	Pimelic acid	C7H12O4	160.1678	C02656
HMDB0000858	Monomethyl glutaric acid	C6H10O4	146.1412	
HMDB0000859	Methyl hippurate	C10H11NO3	193.1992	
HMDB0000860	Phenylpropionylglycine	C11H13NO3	207.2258	
HMDB0000863	Isopropyl alcohol	C3H8O	60.095	C01845
HMDB0000865	Muricholic acid	C24H40O5	408.5714	
HMDB0000866	N-Acetyl-L-tyrosine	C11H13NO4	223.2252	C01657
HMDB0000867	Ribonic acid	C5H10O6	166.1293	C01685
HMDB0000868	Xylulose 5-phosphate	C5H11O8P	230.1098	C00231
HMDB0000869	Uroporphyrin II	C48H54N4O16	942.9596	
HMDB0000870	Histamine	C5H9N3	111.1451	C00388
HMDB0000871	5alpha-Cholestanone	C27H46O	386.6535	C03238
HMDB0000872	Tetradecanedioic acid	C14H26O4	258.3538	
HMDB0000873	4-Methylcatechol	C7H8O2	124.1372	C06730
HMDB0000874	Tauroursodeoxycholic acid	C26H45NO6S	499.704	
HMDB0000875	Trigonelline	C7H7NO2	137.136	C01004
HMDB0000876	Vitamin D3	C27H44O	384.6377	C05443
HMDB0000877	Umanopterin	C9H11N5O4	253.2147	
HMDB0000878	Ergosterol	C28H44O	396.659	C01694
HMDB0000879	Tetrahydrodeoxycorticosterone	C21H34O3	334.4929	C13713
HMDB0000881	Xanthurenic acid	C10H7NO4	205.1669	C02470
HMDB0000883	L-Valine	C5H11NO2	117.1463	C00183
HMDB0000884	Ribothymidine	C10H14N2O6	258.228	
HMDB0000885	CE(16:0)	C43H76O2	625.0623	C11251
HMDB0000887	Hemin	C34H32ClFeN4O4	651.94	C06767
HMDB0000888	Undecanedioic acid	C11H20O4	216.2741	
HMDB0000889	Tauroursocholic acid	C26H45NO7S	515.703	
HMDB0000890	Uroporphyrin IV	C40H38N4O16	830.7469	
HMDB0000892	Valeric acid	C5H10O2	102.1317	C00803
HMDB0000893	Suberic acid	C8H14O4	174.1944	C08278
HMDB0000894	Vinylacetylglycine	C6H9NO3	143.1406	
HMDB0000895	Acetylcholine	C7H16NO2	146.2074	C01996
HMDB0000896	Taurodeoxycholic acid	C26H45NO6S	499.704	C05463
HMDB0000897	7-Methylguanine	C6H7N5O	165.1527	C02242
HMDB0000898	1-Methylhistamine	C6H11N3	125.1716	C05127
HMDB0000899	Androstanedione	C19H28O2	288.4244	C00674
HMDB0000900	Ergocalciferol	C28H44O	396.6484	C05441
HMDB0000901	Valproic acid glucuronide	C14H24O8	320.3356	
HMDB0000902	NAD	C21H27N7O14P2	663.4251	C00003
HMDB0000903	Tetrahydrocortisone	C21H32O5	364.4758	
HMDB0000904	Citrulline	C6H13N3O3	175.1857	C00327
HMDB0000905	Deoxyadenosine monophosphate	C10H14N5O6P	331.2218	C00360
HMDB0000906	Trimethylamine	C3H9N	59.1103	C00565
HMDB0000907	Sulfolithocholic acid	C24H40O6S	456.636	
HMDB0000908	5alpha-Cholestanol	C27H48O	388.6694	
HMDB0000909	trans-4-Hydroxycyclohexylacetic acid	C8H14O3	158.195	
HMDB0000910	Tridecanoic acid	C13H26O2	214.3443	C17076
HMDB0000912	Succinyladenosine	C14H17N5O8	383.3135	
HMDB0000913	Vanillactic acid	C10H12O5	212.1993	
HMDB0000916	Uroporphyrin III	C40H38N4O16	830.7469	C02469
HMDB0000917	Ursocholic acid	C24H40O5	408.5714	C17644
HMDB0000918	CE(18:1(9Z))	C45H78O2	651.117	C14641
HMDB0000920	11a-Hydroxyprogesterone	C21H30O3	330.4611	C03747
HMDB0000921	Cholestenone	C27H44O	384.6377	C00599
HMDB0000922	Taurallocholic acid	C26H45NO7S	515.71	
HMDB0000925	Trimethylamine N-oxide	C3H9NO	75.1097	C01104
HMDB0000926	Pyridine	C5H5N	79.0999	C00747
HMDB0000927	Valerylglycine	C7H13NO3	159.183	
HMDB0000929	L-Tryptophan	C11H12N2O2	204.2252	C00078
HMDB0000930	trans-Cinnamic acid	C9H8O2	148.1586	C10438
HMDB0000932	Tauro-b-muricholic acid	C26H45NO7S	515.703	
HMDB0000933	Traumatic acid	C12H20O4	228.2848	C16308
HMDB0000934	Uridine diphosphate acetylgalactosamine 4-sulfate	C17H27N3O20P2S	687.417	C04426
HMDB0000935	Uridine diphosphate glucuronic acid	C15H22N2O18P2	580.2853	C00167
HMDB0000936	Uroporphyrin I	C40H38N4O16	830.7469	C05767
HMDB0000937	Stigmasterol	C29H48O	412.702	C05442
HMDB0000939	S-Adenosylhomocysteine	C14H20N6O5S	384.411	C00021
HMDB0000940	Threonolactone	C4H6O4	118.088	
HMDB0000941	Cholest-5-ene	C27H46	370.6541	C05416
HMDB0000942	Tetrahydroneopterin	C9H15N5O4	257.2465	
HMDB0000943	Threonic acid	C4H8O5	136.1033	C01620
HMDB0000944	Behenic acid	C22H44O2	340.5836	C08281
HMDB0000946	Ursodeoxycholic acid	C24H40O4	392.572	C07880
HMDB0000947	Undecanoic acid	C11H22O2	186.2912	C17715
HMDB0000949	Tetrahydrocortisol	C21H34O5	366.4917	C05465
HMDB0000950	Cer(d18:1/23:0)	C41H81NO3	636.0867	
HMDB0000951	Taurochenodesoxycholic acid	C26H45NO6S	499.704	C05465
HMDB0000953	Suberylglycine	C10H17NO5	231.2457	
HMDB0000954	Ferulic acid	C10H10O4	194.184	C01494
HMDB0000955	Isoferulic acid	C10H10O4	194.184	C10470
HMDB0000956	Tartaric acid	C4H6O6	150.0868	C00898
HMDB0000957	Pyrocatechol	C6H6O2	110.1106	C15571
HMDB0000958	trans-Aconitic acid	C6H6O6	174.1082	C02341
HMDB0000959	Tiglylglycine	C7H11NO3	157.1671	
HMDB0000960	dGDP	C10H15N5O10P2	427.2011	C00361
HMDB0000961	Farnesyl pyrophosphate	C15H28O7P2	382.33	C00448
HMDB0000962	Lipoamide	C8H15NOS2	205.341	C00248
HMDB0000963	5-Methylthioribose 1-phosphate	C6H13O7PS	260.202	C04188
HMDB0000965	Hypotaurine	C2H7NO2S	109.147	C00519
HMDB0000968	D-myo-Inositol 1,4-bisphosphate	C6H14O12P2	340.1157	C01220
HMDB0000969	1,25-Dihydroxyvitamin D3-26,23-lactone	C27H40O5	444.6035	
HMDB0000972	10-Formyltetrahydrofolate	C20H23N7O7	473.4393	C00234
HMDB0000975	Trehalose	C12H22O11	342.2965	C01083
HMDB0000977	3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid	C38H56O4	576.8488	C05313
HMDB0000978	4-(2-Aminophenyl)-2,4-dioxobutanoic acid	C10H9NO4	207.1828	C01252
HMDB0000980	Dihydroneopterin triphosphate	C9H16N5O13P3	495.1703	C04895
HMDB0000981	4a-Methyl-5a-cholesta-8,24-dien-3-one	C28H44O	396.6484	
HMDB0000982	5-Methylcytidine	C10H15N3O5	257.2432	
HMDB0000985	Dihydrolipoamide	C8H17NOS2	207.357	C00579
HMDB0000988	S-Adenosylmethioninamine	C14H23N6O3S	355.436	C01137
HMDB0000990	Acetaldehyde	C2H4O	44.0526	C00084
HMDB0000991	DL-2-Aminooctanoic acid	C8H17NO2	159.2261	
HMDB0000992	3-Succinoylpyridine	C9H9NO3	179.1727	C19569
HMDB0000994	Dolichyl phosphate D-mannose	C6H13O9P	260.1358	C03862
HMDB0000995	16-Dehydroprogesterone	C21H28O2	312.4458	C03207
HMDB0000996	3-Sulfinoalanine	C3H7NO4S	153.157	C00606
HMDB0000998	dCTP	C9H16N3O13P3	467.1569	C00458
HMDB0000999	Phosphoribosylformylglycinamidine	C8H16N3O8P	313.203	
HMDB0001000	dUDP	C9H14N2O11P2	388.1618	C01346
HMDB0001003	Adenosine phosphosulfate	C10H14N5O10PS	427.284	C00224
HMDB0001004	Oxoamide	C10H12N2O2	192.2145	
HMDB0001005	(S)-Ureidoglycolic acid	C3H6N2O4	134.0907	C00603
