ID	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	Factor8	Factor9	Factor10
H246	-1.82988273038387	0.192545696245177	-1.70173877311793	-0.173978701538578	-0.496247224436633	1.58956362245747	-0.282497712293471	-0.0314492709182256	0.245290996430749	2.33591499368639
H247	2.07922453500975	-2.18434450519151	2.53919803363359	-0.159051355723412	0.706138720820816	-0.101266938916723	-0.242152366147146	-0.522233532464764	0.116504661697306	2.17410398141781
H249	-2.32641597394299	-2.16998111501229	-1.69318318317597	-0.903852145679511	-1.32733865014361	0.0139978586990099	-0.339852851104122	-0.34936055138268	0.122933583985146	2.75443275650315
H255	-1.74218287697995	0.838326774602257	-1.61374126228593	-0.546057881296349	-0.387341213436551	1.53256777217919	-0.433794520427574	-0.185112364266979	-0.0704917270281249	1.96158775692513
H257	-2.29575433126746	-0.157361326461656	2.49841684542496	-0.713781318295565	-0.250721783785947	0.74300628288237	-0.184176226893536	0.00171516600054036	0.394432142884949	1.57278270714491
H260	-2.19845265455785	0.527286540839201	-1.65734040854243	-0.815666126385016	0.840087922147408	-0.513601042754418	-0.298343983223748	0.334051537515882	0.822920153119235	1.69291026027509
H265	-2.06492283976438	0.75657688046674	-1.62298360395041	-1.0626172582239	-0.232955576021643	1.33285561343262	-0.030069826317887	-0.0587096439511159	0.385027550123974	2.10850808187345
H266	2.54945081187396	1.13856942435142	-1.70598546831864	0.606454791273225	-0.640430746840906	0.728975116620306	-0.505205820675311	-0.411410586981293	0.297654608349003	2.1436619523494
H270	1.09371348376826	1.84944553220051	2.24937521105102	-1.1485408703747	-0.374591015729406	0.405371034366967	1.34738424630283	-0.619704702571954	0.176828965449483	2.2252034139106
H271	2.02403636963588	0.824771511160652	-1.72598048415908	-0.690566995036221	-0.728267992767109	-0.281465939145047	-0.744653033796813	-0.308260254261638	0.434921965771991	1.88244321028543
H272	-2.05577801649217	1.16556184987547	-1.69670312824271	-1.09591846157528	-0.717489657645578	1.25024203667108	-0.124943898551435	-0.47103834313307	-0.0395893940605052	1.46142820075027
H032	-2.08000717784204	0.402620612897082	-1.68186471118216	0.985072140822526	-0.336032348628851	0.0124727426357218	-0.577457279216319	0.544428889412335	1.03969347760507	-0.985780203255
H067	2.16416768750438	0.608311550405283	2.67174955181781	0.137008165358224	-1.76548976738961	-0.265065774321118	-0.338806067839579	0.62445963789243	-0.95303348035452	1.7462675372868
H106	1.24101115134338	-0.157412288467068	-1.72192264265309	-3.61057020803257	4.96960634874912	-0.372038082090125	-1.18391356060183	0.416190733595237	-0.363649014298171	1.33473867691894
H136	-2.26766788092166	0.196905963906632	-1.71992280055492	0.598848673569152	0.088066234496312	-0.356761733805855	-0.0989948913082843	0.321209272203368	-1.87664834494307	1.38915932407199
H137	1.47980693916856	-1.11408224780869	-1.63606823632932	-2.79289689107499	-2.83254710976089	-1.63043370765432	0.129405906696168	-0.353422930677823	-2.62693912604136	1.52720528768011
H166	-1.51812452204817	-0.0476091533780066	2.45877993640759	0.486875374068531	0.141239450334042	0.132701946506693	-0.0131213021862428	-0.10917557654264	-1.61558544953364	1.74165878399933
